category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,category_dummy_Large Urban Centre,category_dummy_Small Town,category_dummy_Village,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Longford,Mullinalaghta,0.6,0.5833333333333334,0.7,0.56,0.58,0.72,0.3,0.6,0,0,1,0.574468085106383,0.57,0.58,0.57,0.62,0.58,0.58,0.58,0.58,0.59,0.59
Village,Meath,Wilkinstown,0.66,0.6166666666666667,0.78,0.52,0.62,0.7,0.3,0.5333333333333333,0,0,1,0.574468085106383,0.58,0.58,0.58,0.62,0.57,0.58,0.58,0.58,0.58,0.58
Village,Donegal,Dore,0.68,0.6,0.76,0.34,0.62,0.74,0.32,0.5444444444444444,0,0,1,0.574468085106383,0.57,0.57,0.57,0.62,0.57,0.57,0.57,0.57,0.56,0.56
Small Town,Mayo,Claremorris,0.6,0.6166666666666667,0.72,0.62,0.54,0.68,0.26,0.5777777777777777,0,1,0,0.574468085106383,0.57,0.57,0.57,0.63,0.57,0.57,0.57,0.57,0.57,0.57
Village,Donegal,Manorcunningham,0.62,0.5833333333333334,0.7,0.52,0.62,0.66,0.32,0.5444444444444444,0,0,1,0.5723404255319149,0.56,0.56,0.56,0.62,0.56,0.57,0.56,0.55,0.55,0.55
Village,Kerry,Ballyheigue,0.64,0.5833333333333334,0.66,0.64,0.56,0.68,0.2,0.6444444444444445,0,0,1,0.5723404255319149,0.57,0.58,0.57,0.62,0.58,0.57,0.57,0.58,0.58,0.58
Village,Meath,Dunsany,0.68,0.5166666666666667,0.76,0.52,0.66,0.68,0.2,0.6333333333333333,0,0,1,0.5723404255319149,0.58,0.58,0.58,0.62,0.58,0.57,0.57,0.59,0.57,0.57
Small Town,Wicklow,Rathdrum,0.66,0.5333333333333333,0.8,0.58,0.68,0.72,0.18,0.5555555555555556,0,1,0,0.5723404255319149,0.58,0.58,0.58,0.63,0.58,0.58,0.58,0.59,0.58,0.58
Village,Westmeath,Mount Temple,0.62,0.7166666666666667,0.74,0.36,0.58,0.72,0.12,0.6222222222222222,0,0,1,0.5723404255319149,0.56,0.57,0.56,0.62,0.58,0.57,0.57,0.59,0.57,0.57
Village,Sligo,Rathlee,0.64,0.55,0.68,0.68,0.66,0.68,0.34,0.5111111111111111,0,0,1,0.5723404255319149,0.58,0.58,0.58,0.62,0.56,0.56,0.56,0.55,0.55,0.55
Village,Waterford,Cheekpoint,0.62,0.7833333333333333,0.74,0.52,0.58,0.66,0.2,0.5111111111111111,0,0,1,0.5723404255319149,0.57,0.57,0.57,0.62,0.58,0.58,0.58,0.59,0.57,0.57
Village,Wexford,Hollyfort,0.66,0.6666666666666666,0.66,0.52,0.62,0.66,0.24,0.5777777777777777,0,0,1,0.5702127659574469,0.57,0.57,0.57,0.62,0.58,0.57,0.57,0.57,0.57,0.57
Village,Mayo,Aughagower,0.6,0.7333333333333333,0.78,0.4,0.6,0.76,0.2,0.5333333333333333,0,0,1,0.5702127659574469,0.57,0.57,0.57,0.62,0.58,0.58,0.58,0.6,0.58,0.58
Village,Offaly,Mucklagh,0.68,0.6833333333333333,0.66,0.44,0.68,0.7,0.3,0.5333333333333333,0,0,1,0.5702127659574469,0.57,0.57,0.57,0.62,0.58,0.57,0.57,0.57,0.58,0.58
Small Town,Galway,Moycullen,0.64,0.6333333333333333,0.66,0.38,0.66,0.76,0.28,0.6,0,1,0,0.5702127659574469,0.57,0.57,0.57,0.62,0.53,0.57,0.57,0.57,0.57,0.57
Village,Wexford,Killanne,0.64,0.6666666666666666,0.72,0.58,0.58,0.66,0.26,0.5555555555555556,0,0,1,0.5680851063829787,0.57,0.58,0.57,0.62,0.58,0.57,0.57,0.58,0.58,0.58
Village,Cork,Ballinspittle,0.6,0.55,0.64,0.42,0.62,0.72,0.28,0.6777777777777778,0,0,1,0.5680851063829787,0.57,0.57,0.57,0.62,0.56,0.57,0.57,0.56,0.56,0.56
Small Town,Longford,Ballymahon,0.6,0.5833333333333334,0.76,0.48,0.56,0.8,0.26,0.5555555555555556,0,1,0,0.5680851063829787,0.57,0.57,0.57,0.63,0.56,0.57,0.57,0.57,0.57,0.57
Village,Cork,Dursey Island,0.7,0.6833333333333333,0.52,0.7,0.6,0.74,0.22,0.5111111111111111,0,0,1,0.5680851063829787,0.57,0.57,0.57,0.62,0.55,0.57,0.57,0.57,0.57,0.57
Small Town,Cavan,Bailieborough,0.66,0.6166666666666667,0.72,0.54,0.62,0.7,0.28,0.5666666666666667,0,1,0,0.5680851063829787,0.58,0.58,0.58,0.63,0.57,0.57,0.57,0.57,0.58,0.58
Village,Westmeath,Loughnavalley,0.6,0.55,0.78,0.48,0.56,0.66,0.24,0.6666666666666666,0,0,1,0.5680851063829787,0.57,0.57,0.57,0.62,0.56,0.58,0.58,0.59,0.58,0.58
Village,Tipperary,Shevry,0.6,0.6166666666666667,0.74,0.52,0.64,0.62,0.28,0.6111111111111112,0,0,1,0.5659574468085107,0.57,0.57,0.57,0.62,0.56,0.57,0.57,0.58,0.58,0.58
Village,Limerick,Cappamore,0.58,0.65,0.66,0.48,0.6,0.76,0.24,0.6111111111111112,0,0,1,0.5659574468085107,0.57,0.57,0.57,0.62,0.58,0.57,0.57,0.57,0.57,0.57
Village,Sligo,Carraroe,0.68,0.75,0.64,0.42,0.56,0.6,0.26,0.6333333333333333,0,0,1,0.5659574468085107,0.57,0.57,0.57,0.62,0.55,0.56,0.56,0.55,0.56,0.56
Village,Kildare,Robertstown,0.62,0.6833333333333333,0.72,0.48,0.6,0.68,0.3,0.5777777777777777,0,0,1,0.5659574468085107,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.58,0.58,0.58
Village,Galway,Kilkerrin,0.6,0.3333333333333333,0.72,0.24,0.8,0.76,0.24,0.6888888888888889,0,0,1,0.5638297872340425,0.55,0.55,0.55,0.62,0.56,0.57,0.57,0.57,0.57,0.57
Village,Laois,Spink,0.62,0.6166666666666667,0.72,0.54,0.56,0.64,0.26,0.6444444444444445,0,0,1,0.5638297872340425,0.57,0.58,0.57,0.62,0.56,0.56,0.57,0.58,0.57,0.57
Village,Cavan,Kilcogy,0.72,0.55,0.74,0.38,0.62,0.64,0.24,0.6666666666666666,0,0,1,0.5638297872340425,0.57,0.57,0.57,0.62,0.58,0.57,0.57,0.58,0.56,0.56
Village,Wexford,Oylegate,0.7,0.5833333333333334,0.8,0.38,0.66,0.72,0.16,0.6,0,0,1,0.5617021276595745,0.57,0.57,0.57,0.62,0.56,0.57,0.57,0.58,0.57,0.57
Small Town,Louth,Monasterboice,0.66,0.7166666666666667,0.54,0.52,0.58,0.68,0.32,0.5222222222222223,0,1,0,0.5617021276595745,0.56,0.56,0.56,0.62,0.58,0.56,0.57,0.56,0.56,0.56
Village,Mayo,Ballindine,0.66,0.5333333333333333,0.74,0.5,0.54,0.7,0.32,0.5777777777777777,0,0,1,0.5617021276595745,0.56,0.57,0.56,0.62,0.56,0.57,0.57,0.56,0.56,0.56
Village,Cork,Conna,0.58,0.6,0.64,0.56,0.62,0.7,0.32,0.5555555555555556,0,0,1,0.5617021276595745,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.56,0.57,0.57
Village,Roscommon,Tulsk,0.58,0.6833333333333333,0.64,0.58,0.62,0.74,0.26,0.5222222222222223,0,0,1,0.5617021276595745,0.57,0.57,0.57,0.62,0.54,0.57,0.57,0.57,0.58,0.58
Small Town,Monaghan,Ballybay,0.62,0.5833333333333334,0.8,0.56,0.6,0.66,0.18,0.5888888888888889,0,1,0,0.5595744680851064,0.57,0.57,0.57,0.63,0.59,0.59,0.58,0.59,0.58,0.58
Village,Galway,Headford,0.56,0.5833333333333334,0.62,0.64,0.56,0.66,0.32,0.5777777777777777,0,0,1,0.5595744680851064,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.55,0.55,0.55
Village,Monaghan,Greenan's Cross,0.68,0.5,0.72,0.66,0.56,0.66,0.28,0.5666666666666667,0,0,1,0.5595744680851064,0.57,0.57,0.57,0.62,0.56,0.56,0.56,0.56,0.56,0.56
Village,Donegal,Ardara,0.54,0.6833333333333333,0.62,0.36,0.62,0.66,0.22,0.6222222222222222,0,0,1,0.5595744680851064,0.55,0.55,0.55,0.62,0.56,0.56,0.56,0.55,0.56,0.56
Village,Wicklow,Ballycoog,0.62,0.6166666666666667,0.66,0.3,0.62,0.66,0.22,0.6333333333333333,0,0,1,0.5595744680851064,0.55,0.55,0.55,0.62,0.56,0.55,0.56,0.55,0.56,0.56
Village,Meath,Kilmessan,0.7,0.6666666666666666,0.56,0.4,0.6,0.78,0.24,0.5555555555555556,0,0,1,0.5595744680851064,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.56,0.56,0.56
Village,Sligo,Gurteen,0.62,0.75,0.58,0.42,0.6,0.66,0.24,0.6222222222222222,0,0,1,0.5574468085106383,0.56,0.56,0.56,0.62,0.58,0.56,0.56,0.55,0.56,0.56
Small Town,Meath,Ballivor,0.58,0.5833333333333334,0.76,0.5,0.64,0.7,0.34,0.5111111111111111,0,1,0,0.5574468085106383,0.56,0.57,0.56,0.63,0.56,0.56,0.56,0.57,0.56,0.56
Village,Tipperary,Castleiney,0.6,0.5666666666666667,0.68,0.42,0.64,0.74,0.24,0.6444444444444445,0,0,1,0.5574468085106383,0.57,0.57,0.57,0.62,0.56,0.56,0.56,0.56,0.56,0.56
Village,Sligo,Ballygawley,0.6,0.6166666666666667,0.7,0.48,0.6,0.62,0.26,0.6333333333333333,0,0,1,0.5574468085106383,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.56,0.56,0.56
Village,Wicklow,Rathdangan,0.6,0.6166666666666667,0.7,0.36,0.62,0.74,0.22,0.5666666666666667,0,0,1,0.5574468085106383,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.56,0.56
Village,Cork,Newtownshandrum,0.68,0.5333333333333333,0.68,0.28,0.74,0.68,0.3,0.6,0,0,1,0.5574468085106383,0.56,0.56,0.56,0.62,0.57,0.56,0.56,0.55,0.56,0.56
Village,Tipperary,Riverstown-Killeen,0.64,0.6166666666666667,0.76,0.54,0.62,0.74,0.24,0.4444444444444444,0,0,1,0.5574468085106383,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.58,0.56,0.56
Village,Offaly,Killeigh,0.72,0.5333333333333333,0.8,0.34,0.7,0.78,0.22,0.5222222222222223,0,0,1,0.5574468085106383,0.56,0.57,0.56,0.62,0.56,0.57,0.57,0.58,0.57,0.57
Village,Tipperary,Dualla,0.7,0.6166666666666667,0.72,0.36,0.6,0.72,0.18,0.6444444444444445,0,0,1,0.5553191489361702,0.57,0.57,0.57,0.62,0.58,0.56,0.56,0.57,0.55,0.55
Small Town,Louth,Termonfeckin,0.66,0.6166666666666667,0.7,0.36,0.66,0.68,0.14,0.6444444444444445,0,1,0,0.5553191489361702,0.56,0.56,0.56,0.62,0.58,0.56,0.56,0.57,0.55,0.55
Village,Longford,Lisryan,0.66,0.48333333333333334,0.64,0.4,0.56,0.68,0.28,0.6444444444444445,0,0,1,0.5553191489361702,0.55,0.55,0.55,0.62,0.56,0.55,0.55,0.54,0.54,0.54
Village,Kildare,Suncroft,0.56,0.6166666666666667,0.74,0.64,0.66,0.66,0.22,0.5111111111111111,0,0,1,0.5553191489361702,0.56,0.57,0.56,0.62,0.56,0.56,0.57,0.57,0.56,0.56
Village,Westmeath,Ballinalack,0.6,0.5,0.68,0.6,0.68,0.6,0.16,0.6444444444444445,0,0,1,0.5553191489361702,0.56,0.56,0.56,0.62,0.56,0.56,0.55,0.56,0.56,0.56
Village,Tipperary,Cullen,0.7,0.6833333333333333,0.6,0.38,0.62,0.64,0.24,0.6,0,0,1,0.5553191489361702,0.56,0.56,0.56,0.62,0.56,0.55,0.55,0.55,0.56,0.56
Village,Louth,Baltray,0.64,0.5833333333333334,0.58,0.54,0.64,0.68,0.12,0.6222222222222222,0,0,1,0.5553191489361702,0.55,0.55,0.55,0.62,0.56,0.55,0.55,0.57,0.56,0.56
Small Town,Cavan,Ballyconnell,0.62,0.5666666666666667,0.64,0.56,0.62,0.68,0.3,0.5666666666666667,0,1,0,0.5531914893617021,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.56,0.56,0.56
Village,Mayo,Knock,0.66,0.5166666666666667,0.76,0.42,0.54,0.62,0.3,0.6444444444444445,0,0,1,0.5531914893617021,0.56,0.56,0.56,0.62,0.6,0.56,0.57,0.57,0.56,0.56
Village,Roscommon,Portrunny,0.52,0.7166666666666667,0.72,0.46,0.42,0.72,0.26,0.5666666666666667,0,0,1,0.5531914893617021,0.55,0.55,0.55,0.62,0.54,0.56,0.56,0.57,0.56,0.56
Village,Galway,An Cheathrú Rua,0.58,0.6166666666666667,0.66,0.34,0.62,0.7,0.3,0.6222222222222222,0,0,1,0.5531914893617021,0.56,0.56,0.56,0.62,0.59,0.56,0.56,0.56,0.56,0.56
Small Town,Donegal,Ballyshannon,0.66,0.6,0.62,0.5,0.58,0.72,0.28,0.5,0,1,0,0.5531914893617021,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.55,0.55
Village,Carlow,Hacketstown,0.68,0.6666666666666666,0.7,0.42,0.58,0.68,0.32,0.5444444444444444,0,0,1,0.5531914893617021,0.57,0.57,0.57,0.62,0.58,0.56,0.56,0.55,0.55,0.55
Village,Longford,Killashee,0.58,0.5166666666666667,0.72,0.48,0.6,0.64,0.24,0.6222222222222222,0,0,1,0.551063829787234,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.54,0.54
Village,Tipperary,Glengoole,0.6,0.6166666666666667,0.64,0.46,0.6,0.7,0.3,0.5888888888888889,0,0,1,0.551063829787234,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.55,0.56,0.56
Village,Kerry,Asdee,0.58,0.6666666666666666,0.66,0.48,0.54,0.66,0.28,0.6111111111111112,0,0,1,0.551063829787234,0.56,0.56,0.56,0.62,0.58,0.56,0.56,0.55,0.57,0.57
Village,Galway,Cleggan,0.58,0.7,0.62,0.58,0.6,0.62,0.24,0.5666666666666667,0,0,1,0.551063829787234,0.56,0.56,0.56,0.62,0.55,0.55,0.55,0.56,0.56,0.56
Village,Tipperary,Ballycahill,0.62,0.6166666666666667,0.68,0.46,0.68,0.64,0.24,0.5666666666666667,0,0,1,0.551063829787234,0.56,0.56,0.56,0.62,0.56,0.55,0.55,0.55,0.55,0.55
Village,Wexford,Bridgetown,0.7,0.6333333333333333,0.68,0.44,0.6,0.74,0.22,0.4888888888888889,0,0,1,0.548936170212766,0.55,0.56,0.55,0.62,0.56,0.55,0.55,0.55,0.55,0.55
Small Town,Dublin,Balrothery,0.62,0.5666666666666667,0.58,0.42,0.74,0.72,0.38,0.5111111111111111,0,1,0,0.548936170212766,0.56,0.55,0.56,0.62,0.55,0.55,0.55,0.54,0.55,0.55
Village,Tipperary,Kilross,0.64,0.65,0.68,0.44,0.54,0.6,0.3,0.5222222222222223,0,0,1,0.5468085106382978,0.54,0.54,0.54,0.62,0.55,0.54,0.54,0.54,0.55,0.55
Village,Wexford,Wellingtonbridge,0.72,0.5666666666666667,0.74,0.46,0.58,0.72,0.22,0.5222222222222223,0,0,1,0.5468085106382978,0.56,0.56,0.56,0.62,0.54,0.55,0.55,0.56,0.55,0.55
Village,Cork,Dripsey,0.66,0.5666666666666667,0.68,0.48,0.6,0.64,0.3,0.5555555555555556,0,0,1,0.5468085106382978,0.55,0.55,0.55,0.62,0.55,0.55,0.55,0.54,0.55,0.55
Village,Longford,Taghshinny,0.68,0.5,0.7,0.42,0.56,0.62,0.28,0.6111111111111112,0,0,1,0.5468085106382978,0.55,0.55,0.55,0.62,0.53,0.54,0.55,0.54,0.54,0.54
Village,Limerick,Dromcollogher,0.56,0.6166666666666667,0.56,0.48,0.62,0.6,0.3,0.6222222222222222,0,0,1,0.5446808510638298,0.55,0.55,0.55,0.62,0.53,0.53,0.54,0.55,0.55,0.55
Village,Galway,Ballymoe,0.64,0.5,0.66,0.56,0.6,0.64,0.26,0.5888888888888889,0,0,1,0.5446808510638298,0.55,0.55,0.55,0.62,0.55,0.55,0.55,0.55,0.55,0.55
Village,Cavan,Blacklion,0.64,0.5833333333333334,0.66,0.44,0.62,0.68,0.26,0.5666666666666667,0,0,1,0.5446808510638298,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.56,0.56
Village,Cork,Minane Bridge,0.62,0.48333333333333334,0.72,0.48,0.6,0.74,0.2,0.6222222222222222,0,0,1,0.5446808510638298,0.56,0.56,0.56,0.62,0.54,0.55,0.55,0.56,0.56,0.56
Small Town,Limerick,Moyross,0.62,0.65,0.6,0.5,0.6,0.62,0.34,0.5111111111111111,0,1,0,0.5446808510638298,0.55,0.55,0.55,0.62,0.55,0.54,0.54,0.54,0.54,0.54
Village,Clare,Kilkishen,0.54,0.5166666666666667,0.54,0.76,0.52,0.7,0.34,0.5111111111111111,0,0,1,0.5446808510638298,0.54,0.55,0.54,0.62,0.55,0.54,0.54,0.53,0.55,0.55
Village,Kildare,Narraghmore,0.64,0.65,0.62,0.4,0.66,0.6,0.18,0.6333333333333333,0,0,1,0.5446808510638298,0.55,0.55,0.55,0.62,0.56,0.54,0.54,0.55,0.55,0.55
Village,Clare,Mullagh,0.58,0.5666666666666667,0.7,0.4,0.58,0.78,0.22,0.6,0,0,1,0.5446808510638298,0.55,0.56,0.55,0.62,0.54,0.55,0.55,0.55,0.55,0.55
Village,Roscommon,Cloonfad,0.62,0.55,0.62,0.6,0.56,0.68,0.32,0.5111111111111111,0,0,1,0.5446808510638298,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.54,0.54,0.54
Village,Limerick,Woodlawn,0.6,0.5833333333333334,0.64,0.38,0.68,0.56,0.34,0.6,0,0,1,0.5425531914893617,0.55,0.54,0.55,0.62,0.53,0.54,0.54,0.54,0.55,0.55
Village,Roscommon,Brideswell,0.66,0.4666666666666667,0.64,0.32,0.56,0.72,0.3,0.6666666666666666,0,0,1,0.5425531914893617,0.55,0.55,0.55,0.62,0.56,0.55,0.55,0.55,0.55,0.55
Village,Waterford,Tallow,0.74,0.5333333333333333,0.76,0.3,0.66,0.64,0.08,0.5888888888888889,0,0,1,0.5425531914893617,0.54,0.54,0.54,0.62,0.54,0.55,0.55,0.56,0.55,0.55
Small Town,Cork,Shandon,0.6,0.6166666666666667,0.64,0.44,0.6,0.76,0.3,0.5111111111111111,0,1,0,0.5404255319148936,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.55,0.55
Village,Tipperary,Clonoulty-Rossmore,0.64,0.6333333333333333,0.7,0.34,0.66,0.7,0.12,0.5444444444444444,0,0,1,0.5404255319148936,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.54,0.54,0.54
Small Town,Meath,Laytown,0.6,0.5,0.7,0.6,0.68,0.56,0.22,0.5666666666666667,0,1,0,0.5404255319148936,0.55,0.55,0.55,0.62,0.54,0.54,0.54,0.55,0.54,0.54
Village,Cork,Dromahane,0.62,0.55,0.64,0.42,0.64,0.64,0.28,0.6,0,0,1,0.5404255319148936,0.55,0.55,0.55,0.62,0.59,0.54,0.54,0.54,0.55,0.55
Village,Wexford,Courtown Harbour,0.6,0.6333333333333333,0.66,0.42,0.6,0.72,0.18,0.5777777777777777,0,0,1,0.5404255319148936,0.55,0.55,0.55,0.62,0.54,0.55,0.55,0.55,0.55,0.55
Village,Cork,Durrus,0.52,0.45,0.7,0.36,0.58,0.68,0.24,0.6333333333333333,0,0,1,0.5404255319148936,0.53,0.53,0.53,0.62,0.54,0.54,0.54,0.54,0.53,0.53
Village,Limerick,Ballysteen,0.56,0.65,0.62,0.54,0.58,0.62,0.24,0.5555555555555556,0,0,1,0.5382978723404256,0.54,0.55,0.54,0.62,0.55,0.53,0.54,0.55,0.54,0.54
Village,Offaly,Horseleap,0.68,0.6666666666666666,0.6,0.4,0.6,0.66,0.26,0.5333333333333333,0,0,1,0.5382978723404256,0.55,0.55,0.55,0.62,0.54,0.54,0.54,0.54,0.54,0.54
Village,Kerry,Caherdaniel,0.62,0.6,0.64,0.44,0.66,0.66,0.28,0.5555555555555556,0,0,1,0.5382978723404256,0.55,0.55,0.55,0.62,0.59,0.54,0.55,0.55,0.56,0.56
Village,Carlow,Old Leighlin,0.64,0.5666666666666667,0.66,0.38,0.7,0.68,0.28,0.5444444444444444,0,0,1,0.5361702127659574,0.55,0.55,0.55,0.62,0.54,0.54,0.54,0.54,0.53,0.53
Village,Limerick,Foynes,0.66,0.5833333333333334,0.7,0.32,0.6,0.7,0.12,0.5888888888888889,0,0,1,0.5361702127659574,0.54,0.54,0.54,0.62,0.54,0.54,0.55,0.54,0.54,0.54
Village,Kerry,Barraduff,0.56,0.6,0.66,0.4,0.54,0.66,0.3,0.5777777777777777,0,0,1,0.5361702127659574,0.54,0.54,0.54,0.62,0.57,0.54,0.54,0.54,0.54,0.54
Village,Cavan,Bawnboy,0.62,0.55,0.68,0.38,0.62,0.64,0.26,0.6333333333333333,0,0,1,0.5361702127659574,0.55,0.55,0.55,0.62,0.54,0.54,0.54,0.55,0.55,0.55
Small Town,Longford,Granard,0.62,0.5833333333333334,0.74,0.42,0.6,0.7,0.26,0.5,0,1,0,0.5361702127659574,0.54,0.55,0.54,0.62,0.54,0.54,0.54,0.55,0.54,0.54
Village,Tipperary,Dromineer,0.6,0.65,0.58,0.46,0.62,0.58,0.28,0.5666666666666667,0,0,1,0.5340425531914894,0.54,0.54,0.54,0.62,0.53,0.53,0.53,0.55,0.54,0.54
Village,Clare,Boston,0.54,0.48333333333333334,0.48,0.36,0.64,0.62,0.34,0.6222222222222222,0,0,1,0.5340425531914894,0.52,0.51,0.52,0.62,0.53,0.53,0.53,0.53,0.53,0.53
Village,Limerick,Ballyhahill,0.6,0.55,0.66,0.42,0.66,0.76,0.12,0.5777777777777777,0,0,1,0.5340425531914894,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.55,0.55,0.55
Small Town,Meath,Stamullen,0.66,0.6,0.62,0.38,0.68,0.6,0.26,0.5555555555555556,0,1,0,0.5340425531914894,0.54,0.54,0.54,0.62,0.53,0.53,0.53,0.54,0.54,0.54
Village,Kerry,Cloghane-Brandon,0.56,0.6666666666666666,0.56,0.52,0.5,0.6,0.24,0.5777777777777777,0,0,1,0.5319148936170213,0.53,0.53,0.53,0.62,0.53,0.53,0.53,0.55,0.54,0.54
Village,Kildare,Ballitore,0.68,0.6,0.72,0.4,0.68,0.76,0.16,0.4777777777777778,0,0,1,0.5319148936170213,0.55,0.55,0.55,0.62,0.52,0.55,0.54,0.56,0.54,0.54
Village,Mayo,Shrule,0.64,0.5333333333333333,0.62,0.62,0.58,0.68,0.26,0.43333333333333335,0,0,1,0.5319148936170213,0.53,0.53,0.53,0.62,0.54,0.53,0.54,0.54,0.53,0.53
Village,Leitrim,Tullaghan,0.58,0.6833333333333333,0.56,0.42,0.48,0.64,0.2,0.6111111111111112,0,0,1,0.5297872340425532,0.53,0.53,0.53,0.62,0.53,0.53,0.53,0.54,0.53,0.53
Small Town,Limerick,Caherconlish,0.58,0.5833333333333334,0.58,0.52,0.58,0.62,0.28,0.5333333333333333,0,1,0,0.5276595744680851,0.53,0.53,0.53,0.62,0.52,0.53,0.53,0.53,0.52,0.52
Village,Kildare,Caragh,0.58,0.6333333333333333,0.66,0.38,0.68,0.68,0.22,0.5,0,0,1,0.5276595744680851,0.54,0.54,0.54,0.62,0.52,0.53,0.53,0.53,0.53,0.53
Village,Limerick,Ballyagran,0.6,0.5833333333333334,0.6,0.4,0.54,0.64,0.16,0.5555555555555556,0,0,1,0.5276595744680851,0.51,0.52,0.51,0.62,0.53,0.52,0.52,0.52,0.51,0.51
Village,Clare,Spanish Point,0.46,0.5333333333333333,0.76,0.26,0.5,0.74,0.26,0.5333333333333333,0,0,1,0.5255319148936171,0.51,0.51,0.51,0.62,0.52,0.53,0.54,0.55,0.52,0.52
Village,Cork,Drinagh,0.56,0.55,0.56,0.38,0.58,0.64,0.22,0.5888888888888889,0,0,1,0.5255319148936171,0.51,0.52,0.51,0.62,0.56,0.52,0.52,0.52,0.51,0.51
Village,Clare,Kilmurry,0.66,0.6,0.52,0.42,0.78,0.62,0.26,0.43333333333333335,0,0,1,0.5255319148936171,0.52,0.52,0.52,0.62,0.53,0.52,0.52,0.52,0.53,0.53
Small Town,Roscommon,Ballaghaderreen,0.68,0.6666666666666666,0.72,0.4,0.5,0.66,0.28,0.4666666666666667,0,1,0,0.5255319148936171,0.54,0.54,0.54,0.62,0.54,0.53,0.53,0.55,0.53,0.53
Village,Donegal,Kerrykeel,0.66,0.5166666666666667,0.6,0.3,0.62,0.66,0.2,0.5444444444444444,0,0,1,0.5255319148936171,0.51,0.51,0.51,0.62,0.52,0.52,0.53,0.53,0.51,0.51
Village,Kerry,Ballyduff,0.54,0.6166666666666667,0.58,0.42,0.5,0.6,0.28,0.6666666666666666,0,0,1,0.5234042553191489,0.53,0.54,0.53,0.62,0.52,0.53,0.53,0.53,0.53,0.53
Village,Limerick,Rockhill/Bruree,0.56,0.5,0.6,0.5,0.58,0.6,0.28,0.5888888888888889,0,0,1,0.5234042553191489,0.53,0.53,0.53,0.62,0.52,0.52,0.52,0.53,0.52,0.52
Large Town,Dublin,Portmarnock,0.54,0.5333333333333333,0.58,0.64,0.58,0.6,0.24,0.5333333333333333,0,0,0,0.5212765957446809,0.53,0.53,0.53,0.62,0.52,0.52,0.52,0.53,0.52,0.52
Village,Meath,Kilberry,0.6,0.6,0.64,0.32,0.6,0.68,0.26,0.5,0,0,1,0.5212765957446809,0.52,0.52,0.52,0.62,0.52,0.52,0.52,0.52,0.52,0.52
Village,Dublin,The Naul,0.58,0.4166666666666667,0.7,0.52,0.62,0.7,0.24,0.4111111111111111,0,0,1,0.5212765957446809,0.51,0.51,0.51,0.62,0.54,0.53,0.53,0.54,0.52,0.52
Village,Longford,Carrickboy,0.72,0.4166666666666667,0.7,0.34,0.6,0.66,0.18,0.6111111111111112,0,0,1,0.5212765957446809,0.53,0.53,0.53,0.62,0.53,0.53,0.53,0.54,0.53,0.53
Village,Longford,Ballycloughan,0.64,0.45,0.62,0.38,0.68,0.7,0.2,0.6,0,0,1,0.5212765957446809,0.53,0.53,0.53,0.62,0.49,0.54,0.54,0.54,0.55,0.55
Village,Limerick,Elton,0.6,0.5166666666666667,0.6,0.48,0.56,0.58,0.24,0.5888888888888889,0,0,1,0.5191489361702127,0.52,0.52,0.52,0.62,0.52,0.52,0.52,0.53,0.52,0.52
Village,Laois,Pike of Rushall,0.56,0.5166666666666667,0.64,0.44,0.58,0.6,0.26,0.6222222222222222,0,0,1,0.5191489361702127,0.53,0.53,0.53,0.62,0.52,0.52,0.53,0.54,0.52,0.52
Small Town,Kildare,Prosperous,0.56,0.6333333333333333,0.64,0.38,0.68,0.68,0.22,0.4888888888888889,0,1,0,0.5191489361702127,0.53,0.53,0.53,0.62,0.52,0.52,0.52,0.52,0.52,0.52
Village,Donegal,Carrigans,0.5,0.4666666666666667,0.72,0.44,0.52,0.66,0.2,0.5777777777777777,0,0,1,0.5191489361702127,0.51,0.52,0.51,0.62,0.52,0.53,0.53,0.54,0.52,0.52
Village,Limerick,Gouldavoher,0.52,0.5166666666666667,0.72,0.5,0.54,0.62,0.34,0.4666666666666667,0,0,1,0.5170212765957447,0.52,0.52,0.52,0.62,0.52,0.52,0.52,0.53,0.51,0.51
