category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,date_dn_Mo,date_dn_Sa,date_dn_Su,date_dn_Th,date_dn_Tu,date_dn_We,date_month_Jul,date_month_Jun,date_month_May,date_month_Nov,category_B,category_C,category_D,category_E,category_F,category_G,category_H,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_knn,pred_svr,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Offaly,Shannonbridge,0.74,0.5666666666666667,0.8,0.58,0.68,0.82,0.22,0.5333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,291.0,282.13,282.37,282.2,292.75,291.0,283.37,286.0,288.99,288.45,283.64,285.31,285.31
Village,Kildare,Moone,0.64,0.7666666666666667,0.74,0.5,0.66,0.76,0.28,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,291.0,293.94,294.01,293.9,287.35,291.0,292.95,301.0,290.59,291.83,290.36,290.86,290.86
Village,Wexford,Monageer,0.62,0.75,0.86,0.48,0.54,0.8,0.24,0.6666666666666666,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,291.0,290.91,291.0,290.93,296.91,291.0,291.13,291.5,292.91,293.29,302.47,292.76,292.76
Small Town,Kildare,Sallins,0.7,0.7333333333333333,0.82,0.62,0.8,0.66,0.26,0.5444444444444444,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,291.0,292.99,292.9,293.01,298.51,291.0,292.98,283.0,292.42,293.21,298.46,291.33,291.33
Village,Offaly,Shinrone,0.78,0.7,0.8,0.54,0.74,0.78,0.32,0.5111111111111111,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,291.0,293.99,294.0,294.02,293.35,307.78,293.77,293.0,296.13,294.55,301.57,296.14,296.14
Village,Kilkenny,Bennettsbridge,0.76,0.7166666666666667,0.84,0.6,0.58,0.8,0.32,0.5888888888888889,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,291.0,298.49,298.62,298.53,300.73,291.0,296.33,293.0,294.34,293.47,302.64,296.95,296.95
Small Town,Kilkenny,Piltown,0.8,0.7333333333333333,0.76,0.54,0.58,0.72,0.36,0.5666666666666667,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,291.0,290.84,290.79,290.85,289.85,291.0,291.23,284.0,289.3,289.68,293.81,286.91,286.91
Village,Donegal,Narin-Portnoo,0.68,0.5166666666666667,0.66,0.68,0.7,0.7,0.24,0.7444444444444445,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,291.0,287.0,286.89,286.95,282.95,291.0,287.27,285.0,287.39,286.27,282.34,289.82,289.82
Village,Sligo,Easkey,0.66,0.7166666666666667,0.74,0.52,0.74,0.76,0.4,0.5666666666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,290.0,291.11,291.19,291.11,287.18,290.0,290.65,290.0,290.01,289.58,295.32,291.29,291.29
Village,Clare,Cranny,0.66,0.7,0.86,0.54,0.7,0.66,0.22,0.6444444444444445,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,290.0,288.03,288.15,288.04,296.92,290.0,289.16,299.0,290.73,290.58,295.32,290.86,290.86
Small Town,Dublin,Newcastle Lyons,0.66,0.7833333333333333,0.74,0.38,0.76,0.8,0.32,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,290.0,287.67,287.74,287.65,281.93,290.0,289.77,290.0,288.83,288.64,294.08,290.64,290.64
Large Urban Centre,Cork,Togher,0.66,0.6333333333333333,0.74,0.7,0.68,0.7,0.34,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,290.0,289.3,289.19,289.29,293.88,290.0,290.23,285.0,288.86,288.64,283.62,290.25,290.25
Small Town,Cavan,Belturbet,0.7,0.6333333333333333,0.74,0.6,0.66,0.68,0.36,0.6444444444444445,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,290.0,290.4,290.22,290.37,288.27,290.0,289.9,290.0,287.38,287.7,287.4,287.77,287.77
Village,Roscommon,Kilteevan,0.7,0.5833333333333334,0.76,0.56,0.62,0.78,0.4,0.6333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.0,290.01,290.08,290.02,288.05,293.68,289.37,290.0,286.1,286.88,290.9,285.22,285.22
Village,Tipperary,Clogheen,0.7,0.6666666666666666,0.76,0.54,0.68,0.74,0.26,0.6777777777777778,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,290.0,295.44,295.08,295.42,288.48,290.0,292.13,301.0,289.6,288.74,287.81,290.12,290.12
Small Town,Cavan,Virginia,0.66,0.7166666666666667,0.78,0.7,0.66,0.78,0.34,0.5222222222222223,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,290.0,292.75,292.85,292.79,300.54,290.0,291.99,297.0,292.83,293.32,302.47,295.08,295.08
Village,Kerry,Brosna,0.68,0.6,0.74,0.62,0.68,0.72,0.34,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,290.0,291.27,291.27,291.24,289.07,290.0,290.23,290.0,289.6,289.27,292.09,292.68,292.68
Village,Tipperary,Hollyford,0.7,0.7666666666666667,0.78,0.5,0.68,0.74,0.24,0.6555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,296.22,296.08,296.22,290.57,290.0,290.23,308.0,292.69,292.89,293.87,288.94,288.94
Village,Clare,Kilmihil,0.64,0.6666666666666666,0.9,0.5,0.64,0.78,0.3,0.5888888888888889,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,290.0,289.43,289.52,289.47,299.13,290.0,289.77,288.0,290.1,290.48,293.87,288.13,288.13
Village,Cork,Knockraha,0.68,0.6833333333333333,0.72,0.56,0.7,0.78,0.3,0.6333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290.0,292.1,292.16,292.09,287.03,286.15,290.1,288.0,289.49,289.05,287.16,289.64,289.64
Village,Kerry,Kilmoyley,0.62,0.7166666666666667,0.72,0.62,0.6,0.74,0.42,0.6333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,290.0,292.45,292.54,292.44,290.49,290.0,291.77,287.5,290.42,290.48,291.24,292.11,292.11
Large Town,Kildare,Athy,0.66,0.75,0.76,0.62,0.66,0.82,0.34,0.5222222222222223,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,290.0,293.18,293.09,293.2,295.91,290.0,291.14,305.0,292.34,291.92,300.07,292.86,292.86
Village,Roscommon,Athleague,0.66,0.7,0.84,0.58,0.6,0.78,0.3,0.5888888888888889,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,289.0,291.05,291.18,291.09,298.98,289.0,291.17,293.0,290.26,289.79,298.99,288.74,288.74
Small Town,Longford,Edgeworthstown,0.64,0.6833333333333333,0.76,0.7,0.52,0.78,0.34,0.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,289.0,290.18,290.24,290.21,297.97,289.0,288.77,287.5,291.84,290.66,298.46,295.55,295.55
Village,Carlow,Tinryland,0.7,0.6833333333333333,0.72,0.58,0.68,0.74,0.32,0.6333333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,289.0,292.4,292.27,292.37,287.53,289.0,289.32,288.0,288.88,288.02,286.97,292.02,292.02
Village,Dublin,Ballyboughal,0.62,0.7666666666666667,0.76,0.56,0.72,0.74,0.24,0.6111111111111112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,289.0,289.25,289.42,289.24,292.02,289.0,287.46,288.0,287.48,288.08,284.72,287.3,287.3
Large Town,Meath,Ashbourne,0.62,0.7666666666666667,0.76,0.58,0.74,0.82,0.26,0.5222222222222223,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,289.0,289.75,289.68,289.78,294.2,289.0,289.23,290.0,288.5,289.4,292.99,288.44,288.44
Village,Offaly,Moneygall,0.7,0.65,0.78,0.52,0.62,0.76,0.34,0.6222222222222222,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,289.0,289.08,289.06,289.09,289.03,289.0,288.77,293.0,288.51,288.7,289.53,286.9,286.9
Village,Westmeath,Moyvore,0.7,0.55,0.84,0.58,0.64,0.72,0.28,0.6888888888888889,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,288.0,289.73,289.75,289.73,294.44,288.0,288.23,288.0,287.96,288.02,293.02,290.66,290.66
Village,Carlow,Ballinabranna,0.58,0.7833333333333333,0.66,0.52,0.68,0.74,0.36,0.6444444444444445,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,288.0,289.63,289.49,289.57,281.57,288.0,286.43,288.0,285.48,285.68,282.41,285.24,285.24
Small Town,Westmeath,Kinnegad,0.62,0.6666666666666666,0.82,0.54,0.66,0.82,0.3,0.5333333333333333,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,288.0,284.22,284.27,284.27,294.83,288.0,287.77,288.0,288.57,288.46,293.87,284.17,284.17
Village,Limerick,Glenbrohane,0.64,0.6666666666666666,0.82,0.56,0.64,0.84,0.3,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,288.0,290.54,290.8,290.57,296.18,288.0,289.75,288.0,290.06,290.62,297.88,287.89,287.89
Village,Westmeath,Castledaly,0.6,0.65,0.8,0.54,0.64,0.78,0.18,0.6333333333333333,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,288.0,281.4,281.43,281.42,292.12,288.0,281.85,293.0,286.68,286.75,285.05,281.94,281.94
Village,Westmeath,Milltownpass,0.78,0.6166666666666667,0.82,0.52,0.58,0.82,0.22,0.6555555555555556,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,288.0,290.53,290.66,290.56,292.54,288.0,291.58,286.0,289.55,289.23,295.81,286.78,286.78
Large Town,Meath,Dunboyne,0.66,0.7,0.88,0.46,0.74,0.84,0.32,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,288.0,289.77,289.87,289.81,296.91,288.0,288.23,293.0,291.3,292.18,301.29,293.34,293.34
Small Town,Donegal,Carndonagh,0.72,0.7,0.7,0.44,0.68,0.76,0.34,0.5777777777777777,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,288.0,284.26,284.11,284.25,279.02,288.0,287.08,288.0,285.82,285.95,283.48,285.37,285.37
Village,Galway,Letterfrack,0.58,0.6833333333333333,0.72,0.7,0.6,0.8,0.36,0.5666666666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,288.0,286.85,287.09,286.89,294.76,288.0,286.92,287.5,287.66,287.33,292.46,288.13,288.13
Village,Galway,Lawrencetown,0.7,0.6333333333333333,0.78,0.54,0.6,0.82,0.32,0.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,288.0,288.42,288.58,288.45,290.52,288.0,288.91,288.0,288.44,289.68,289.91,287.6,287.6
Village,Westmeath,Rathowen,0.66,0.6333333333333333,0.84,0.56,0.68,0.78,0.3,0.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,288.0,290.42,290.43,290.44,296.27,296.23,290.77,293.0,291.23,290.25,289.91,287.39,287.39
Village,Roscommon,Dysart,0.68,0.6666666666666666,0.74,0.56,0.52,0.78,0.42,0.6111111111111112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,287.0,288.2,288.37,288.22,288.36,300.06,284.79,281.0,291.53,290.7,295.37,288.91,288.91
Village,Galway,Castleblakeney,0.64,0.6666666666666666,0.78,0.64,0.58,0.76,0.28,0.6444444444444445,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,287.0,290.26,290.26,290.28,295.83,287.0,289.64,304.0,290.75,291.95,297.8,292.99,292.99
Village,Tipperary,Rearcross/Crois Na Rae,0.64,0.6666666666666666,0.72,0.8,0.6,0.72,0.3,0.5555555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,287.0,285.56,285.83,285.61,298.56,293.78,285.81,287.5,285.28,287.24,284.5,282.35,282.35
Village,Galway,Creggs,0.6,0.65,0.8,0.74,0.54,0.76,0.38,0.5666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,287.0,288.1,288.43,288.16,302.49,287.0,287.23,297.0,290.92,290.5,293.54,291.9,291.9
Small Town,Cork,Charleville,0.74,0.6666666666666666,0.68,0.54,0.6,0.84,0.36,0.5666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,287.0,287.49,287.47,287.5,282.89,280.71,285.25,281.0,287.54,288.04,286.97,284.27,284.36
Village,Kerry,Kilcummin,0.62,0.6333333333333333,0.74,0.58,0.66,0.74,0.3,0.6555555555555556,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,287.0,285.67,285.75,285.65,288.05,293.14,284.17,278.0,284.66,284.42,287.16,287.92,287.92
Village,Longford,Ballinamuck,0.6,0.6666666666666666,0.76,0.36,0.72,0.82,0.24,0.6555555555555556,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,287.0,282.09,281.99,282.06,280.01,287.0,282.93,288.0,285.87,285.44,286.97,285.54,285.54
Village,Galway,Carna,0.74,0.6333333333333333,0.76,0.5,0.64,0.84,0.24,0.6333333333333333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,287.0,288.86,288.87,288.86,286.92,287.0,287.72,286.0,286.12,285.81,283.32,285.54,285.54
Small Town,Limerick,Abbeyfeale,0.68,0.6833333333333333,0.66,0.72,0.56,0.8,0.32,0.5888888888888889,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,287.0,288.97,289.01,288.98,290.59,287.0,287.23,287.5,288.28,288.92,290.02,288.78,288.78
Small Town,Meath,Oldcastle,0.6,0.7,0.7,0.58,0.7,0.72,0.44,0.5555555555555556,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,287.0,286.75,286.65,286.73,285.92,287.0,286.96,284.0,285.33,285.92,282.41,285.76,285.76
Village,Tipperary,Toor,0.68,0.6333333333333333,0.82,0.48,0.66,0.74,0.28,0.6555555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,287.0,286.6,286.71,286.61,289.7,287.08,285.23,293.0,283.54,281.94,288.13,285.74,285.74
Village,Louth,Omeath,0.72,0.8166666666666667,0.8,0.56,0.6,0.72,0.26,0.5555555555555556,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,287.0,289.7,289.83,289.73,296.46,287.0,286.77,297.0,291.41,292.76,297.16,288.54,288.54
Village,Cork,Boherbue,0.72,0.6166666666666667,0.84,0.44,0.64,0.76,0.3,0.6333333333333333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,286.0,286.53,286.53,286.53,289.18,286.0,285.77,286.0,286.25,286.51,283.32,282.89,282.89
Small Town,Kildare,Monasterevin,0.56,0.7833333333333333,0.76,0.72,0.74,0.62,0.34,0.5111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,286.0,285.71,285.9,285.74,299.28,286.0,285.77,292.5,284.33,284.98,287.4,283.89,283.89
Village,Monaghan,Scotstown,0.66,0.5833333333333334,0.74,0.74,0.68,0.7,0.26,0.6333333333333333,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,286.0,288.41,288.3,288.41,294.78,278.08,289.74,285.0,285.5,285.42,282.14,286.87,286.87
Large Town,Dublin,Rush,0.66,0.75,0.8,0.56,0.62,0.84,0.2,0.5444444444444444,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,286.0,286.54,286.53,286.58,296.49,286.0,286.23,294.0,287.92,288.64,295.75,288.47,288.47
Village,Kerry,Chapeltown,0.68,0.6333333333333333,0.7,0.58,0.66,0.66,0.38,0.6666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,286.0,287.66,287.59,287.63,283.44,281.02,286.67,290.0,284.35,284.9,287.16,289.08,289.08
Village,Cork,Killeagh,0.7,0.65,0.76,0.5,0.68,0.74,0.28,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,286.0,287.4,287.27,287.38,285.94,286.0,286.57,286.0,284.15,285.18,281.97,284.29,284.29
Village,Waterford,Passage East-Crooke,0.7,0.55,0.7,0.6,0.74,0.76,0.12,0.6888888888888889,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,286.0,283.11,282.95,283.09,283.84,286.0,281.63,286.0,286.14,286.82,284.5,285.82,285.82
Village,Wexford,Coolgreany,0.64,0.75,0.78,0.5,0.62,0.78,0.2,0.6333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,286.0,285.98,286.03,285.99,290.71,286.0,286.34,294.0,287.44,287.8,289.48,285.21,285.21
Village,Roscommon,Loughglinn,0.74,0.55,0.74,0.72,0.48,0.74,0.4,0.6111111111111112,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,286.0,287.24,287.25,287.27,293.44,286.0,285.37,285.0,286.98,287.24,288.43,286.24,286.24
Village,Cavan,Maghera,0.66,0.7,0.64,0.68,0.6,0.68,0.34,0.6333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,285.0,285.86,285.91,285.85,285.45,285.0,284.77,267.0,281.04,281.08,283.62,285.04,285.04
Village,Wicklow,Coolboy,0.72,0.7,0.7,0.44,0.64,0.78,0.3,0.6555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285.0,290.34,290.17,290.31,279.3,285.0,285.39,281.0,285.76,285.27,286.47,289.19,289.19
Village,Offaly,Pullough,0.64,0.7,0.74,0.54,0.74,0.74,0.34,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,285.0,284.15,284.31,284.16,287.56,285.0,283.04,290.0,284.26,284.46,287.28,284.59,284.59
Small Town,Mayo,Swinford,0.54,0.75,0.74,0.66,0.58,0.74,0.42,0.5222222222222223,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,285.0,283.47,283.59,283.51,295.18,285.0,284.79,287.5,286.17,285.78,293.81,286.15,286.15
Village,Kerry,Finuge,0.68,0.6666666666666666,0.72,0.44,0.64,0.7,0.36,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,284.0,282.16,282.15,282.14,279.11,284.0,282.74,284.0,281.38,281.42,282.34,282.38,282.38
Large Town,Kildare,Kilcock,0.62,0.7333333333333333,0.74,0.66,0.66,0.64,0.42,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,284.0,286.05,286.04,286.05,293.38,306.91,289.43,292.5,282.02,281.8,289.0,282.05,282.05
Village,Wicklow,Glenealy,0.68,0.6666666666666666,0.8,0.42,0.66,0.74,0.32,0.6111111111111112,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,284.0,287.04,286.78,287.05,285.58,284.0,284.23,283.0,283.83,284.3,287.51,282.97,282.97
Village,Cork,Aherla,0.66,0.6166666666666667,0.7,0.42,0.7,0.72,0.3,0.6777777777777778,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,284.0,280.87,280.68,280.82,275.34,284.0,282.46,261.0,279.72,279.68,271.99,277.1,277.1
Village,Mayo,Tonragee,0.7,0.5666666666666667,0.7,0.66,0.66,0.7,0.2,0.6888888888888889,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,284.0,283.35,283.37,283.33,286.61,284.0,283.34,285.0,284.37,284.38,282.88,281.78,281.78
Village,Longford,Derrahaun,0.8,0.48333333333333334,0.84,0.54,0.6,0.6,0.32,0.7222222222222222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,284.0,285.64,285.58,285.63,288.99,284.8,282.76,310.0,287.65,287.92,289.91,289.45,289.45
Large Town,Kildare,Kildare,0.56,0.8,0.8,0.56,0.66,0.72,0.34,0.5222222222222223,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,284.0,284.88,284.83,284.91,296.05,297.83,282.99,294.0,291.89,292.94,295.32,287.17,287.17
Small Town,Donegal,Bundoran,0.7,0.7,0.66,0.5,0.64,0.8,0.28,0.5666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,284.0,280.65,280.58,280.65,279.28,284.0,283.77,281.0,282.11,282.86,283.48,283.07,283.07
Small Town,Tipperary,Borrisokane,0.68,0.6,0.74,0.58,0.78,0.76,0.2,0.6222222222222222,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,284.0,286.76,286.59,286.74,287.5,284.0,286.14,286.0,284.69,284.38,283.32,286.17,286.17
Village,Tipperary,Moyne,0.72,0.6166666666666667,0.72,0.44,0.68,0.8,0.2,0.7222222222222222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283.0,286.94,286.93,286.9,279.27,283.0,285.42,277.0,281.8,281.42,279.18,280.9,280.9
Small Town,Sligo,Tubbercurry,0.62,0.65,0.82,0.54,0.64,0.76,0.32,0.5888888888888889,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,283.0,284.98,284.97,285.0,293.59,283.0,283.78,283.0,284.86,284.2,285.37,285.03,285.03
Village,Tipperary,Ballinahinch,0.74,0.6333333333333333,0.8,0.38,0.66,0.76,0.24,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,283.0,284.9,284.79,284.88,282.91,283.0,285.45,291.5,285.99,284.85,287.63,286.33,286.33
Village,Clare,Tulla,0.66,0.5833333333333334,0.78,0.56,0.66,0.78,0.28,0.6222222222222222,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,283.0,284.89,284.85,284.9,289.79,283.0,282.77,286.0,283.93,283.92,287.63,283.99,283.99
Village,Clare,Feakle,0.62,0.6,0.74,0.48,0.6,0.74,0.28,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,282.0,270.99,271.16,271.02,281.9,282.0,269.92,277.5,278.11,278.71,271.47,272.18,272.18
Village,Cavan,Kilnaleck,0.66,0.6833333333333333,0.72,0.42,0.66,0.68,0.4,0.6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,282.0,279.7,279.57,279.68,278.18,279.48,278.16,268.0,273.16,272.3,273.7,274.27,274.27
Village,Cork,Whiddy Island,0.64,0.6666666666666666,0.62,0.66,0.7,0.8,0.26,0.5666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,282.0,281.38,281.57,281.39,283.49,282.0,279.31,260.5,278.86,280.14,284.5,281.94,281.94
Village,Clare,Connolly,0.66,0.5666666666666667,0.7,0.56,0.62,0.68,0.3,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282.0,276.91,277.09,276.9,281.01,282.0,275.4,278.0,280.02,279.58,282.22,280.1,280.1
Small Town,Cork,Cloyne,0.68,0.6166666666666667,0.7,0.48,0.68,0.68,0.34,0.6777777777777778,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,282.0,282.56,282.34,282.51,277.98,282.0,282.23,277.0,280.72,280.8,282.34,283.07,283.07
Village,Clare,Carrigaholt,0.66,0.6166666666666667,0.76,0.44,0.64,0.78,0.3,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,282.0,278.28,278.39,278.3,282.48,282.0,277.92,278.0,280.54,281.21,279.18,276.46,276.46
Village,Kilkenny,Windgap,0.62,0.6166666666666667,0.68,0.72,0.6,0.66,0.26,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,282.0,278.77,278.84,278.77,288.74,284.58,278.82,285.0,275.9,277.33,276.55,278.83,278.83
Village,Tipperary,Killenaule,0.64,0.7,0.86,0.54,0.58,0.76,0.26,0.5777777777777777,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,281.0,283.38,283.56,283.44,298.31,281.0,284.5,283.0,284.71,285.63,295.75,286.11,286.11
Village,Galway,Kinvara,0.54,0.7,0.68,0.58,0.54,0.8,0.38,0.5777777777777777,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,281.0,279.53,279.6,279.54,285.29,281.0,279.52,281.0,281.58,281.79,286.64,283.03,283.03
Large Town,Galway,Loughrea,0.62,0.5833333333333334,0.78,0.74,0.62,0.72,0.3,0.5666666666666667,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,281.0,283.44,283.31,283.47,298.54,299.47,287.23,297.0,288.03,288.02,283.32,285.95,285.95
Village,Westmeath,Drumcree,0.76,0.5333333333333333,0.84,0.54,0.62,0.7,0.2,0.6555555555555556,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,281.0,281.01,281.11,281.05,291.62,281.0,280.27,278.0,280.56,280.12,288.01,280.63,280.63
Small Town,Sligo,Ballisodare,0.48,0.75,0.72,0.54,0.72,0.66,0.36,0.6333333333333333,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,281.0,283.15,282.99,283.1,285.93,281.0,281.23,284.0,280.87,280.5,278.61,283.89,283.89
Village,Longford,Abbeylara,0.66,0.6666666666666666,0.78,0.58,0.58,0.74,0.28,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,281.0,282.19,282.58,282.23,292.36,281.0,280.29,283.0,282.53,282.3,287.81,283.8,283.8
Village,Westmeath,Coole,0.7,0.6166666666666667,0.76,0.44,0.62,0.76,0.28,0.6777777777777778,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,281.0,283.98,283.87,283.96,282.2,281.0,282.62,277.0,281.1,281.38,282.28,283.04,283.04
Village,Limerick,Clarina,0.68,0.5333333333333333,0.82,0.54,0.62,0.76,0.26,0.6444444444444445,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,281.0,282.59,282.55,282.61,290.71,281.0,282.2,286.0,280.78,281.15,286.68,282.35,282.35
Small Town,Cavan,Kingscourt,0.7,0.6833333333333333,0.68,0.54,0.66,0.7,0.3,0.6444444444444445,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,281.0,284.75,284.6,284.72,281.35,281.0,282.3,276.0,281.12,281.32,280.65,283.35,283.35
Village,Cork,Coolea,0.64,0.6333333333333333,0.74,0.48,0.7,0.7,0.26,0.6777777777777778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,281.0,281.39,281.41,281.37,282.16,263.04,279.48,273.0,278.01,278.98,281.95,281.61,281.61
Small Town,Sligo,Ballymote,0.52,0.7166666666666667,0.9,0.62,0.64,0.9,0.32,0.4111111111111111,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,281.0,283.28,283.69,283.4,308.43,292.72,281.04,297.0,303.88,304.12,306.79,297.85,297.85
Village,Roscommon,Ballyforan,0.7,0.5833333333333334,0.72,0.58,0.62,0.76,0.32,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,280.0,281.73,281.86,281.75,285.34,284.03,278.59,290.0,282.69,283.35,282.88,282.83,282.83
Village,Roscommon,Gortaganny,0.62,0.65,0.7,0.72,0.48,0.76,0.26,0.6333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,280.0,281.39,281.49,281.42,292.7,280.0,280.57,301.0,284.3,283.8,287.63,284.65,284.65
